_id,bgColor,createdAt,deleted,order,removedBy,slug,status,title,updatedAt,userId,workspaceId
gQrCkQ2y2yDkPK6eG,"rgba(195,161,45,1)",2018-10-05T23:52:31.414Z,false,2,,week-4-7-application,public,Week 4-7 Application,2018-11-10T01:57:54.440Z,4EMMkd4vtihTuEZ9o,gQvtZmLcpiBooDrCg
yCqyygNZgrCkcFZ64,"rgb(138,171,132)",2018-11-09T06:42:40.175Z,false,7,,week-9,public,Week 9,2018-11-10T01:57:54.460Z,4EMMkd4vtihTuEZ9o,gQvtZmLcpiBooDrCg
4Hz8PKsr8ABpdm5Cd,"rgb(22,182,241)",2018-11-10T01:57:47.711Z,false,11,,week-10,public,Week 10,2018-11-10T01:58:01.285Z,4EMMkd4vtihTuEZ9o,gQvtZmLcpiBooDrCg
CciwnmHrQ8dw4fpvE,"rgb(34,144,183)",2018-11-10T03:23:32.810Z,false,10,,11918,public,11.9.18,2018-11-10T03:23:36.628Z,FHnjbB9kuE8yrcaiE,W6xf8ypDtqjRzPGZP
W8bbS2QC4jj9WqWgY,"rgb(232,93,59)",2018-11-10T03:37:01.031Z,false,10,,week-10-11918-assignments,public,Week 10 (11.9.18) Assignments,2018-12-02T17:57:09.479Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
S9iJgnkFDSPtmny74,"rgb(216,170,41)",2018-11-10T03:41:14.272Z,false,11,,project-2,public,Project 2,2018-12-02T17:57:09.509Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
ZxuvePpaKcw8m8dL7,"rgba(218,23,18,1)",2018-11-10T12:07:51.232Z,false,3,,project-2-the-online-learning-opportunity,public,Project 2: The Online Learning Opportunity,2018-11-17T13:01:06.784Z,sHzT6ngX98NEDhAP8,WgyfgPKf84bgXbrCZ
6SnRXDTJ32LRmJtJg,"rgb(58,207,61)",2018-11-03T00:52:27.570Z,false,2,,third-project,public,Third Project,2018-11-20T03:23:06.729Z,H5EqdPANk2h4N7tTp,4RNqmFgiNjomeMAd2
gBT2afHcNzyhgvoYR,"rgb(218,216,38)",2018-09-15T03:13:59.492Z,false,1,,september-readings,public,September Readings,2018-11-12T02:29:22.323Z,sq7SHLAX34wXDZFek,ALqy4xMeEpD3XsYkk
e5jmdt5P2Rq58LTfL,"rgb(198,9,211)",2018-11-12T02:21:56.949Z,false,2,,october-readings,public,October Readings,2018-11-12T02:29:15.450Z,sq7SHLAX34wXDZFek,ALqy4xMeEpD3XsYkk
eJSEP8qzWRRFcaQ6F,"rgb(195,9,19)",2018-11-12T02:29:01.602Z,false,3,,november-readings,public,November Readings,2018-11-12T02:30:21.635Z,sq7SHLAX34wXDZFek,ALqy4xMeEpD3XsYkk
XanG9zefDnj3vsZCd,"rgb(205,194,31)",2018-11-12T04:14:21.204Z,false,10,,week-10-networkmedia,public,Week 10 Network/Media,2018-11-14T00:25:56.118Z,TaThRxpCqF73LZgra,s5FQ5Zuv7B8A8qDvu
KKwKywMA2MEsPCEER,"rgb(8,64,178)",2018-11-12T04:14:33.518Z,false,11,,week-11,public,Week 11,2018-11-12T04:14:38.001Z,TaThRxpCqF73LZgra,s5FQ5Zuv7B8A8qDvu
6oi7bhzCSZPsL3Gom,"rgb(187,75,58)",2018-11-12T03:35:24.698Z,false,14,,reading-reflections-week-10,public,Reading Reflections Week 10,2018-11-16T00:46:35.204Z,8nDDuSkJHBZuXp8Mf,qMvJuk48atWs86Z2P
xaQF9TZKxJGdqgmZQ,"rgb(241,223,176)",2018-11-12T04:14:16.188Z,false,9,,week-9-adaptive-learning,public,Week 9 Adaptive Learning,2018-11-14T00:26:11.149Z,TaThRxpCqF73LZgra,s5FQ5Zuv7B8A8qDvu
x38qMmmPkbQePJAGn,"rgb(6,118,95)",2018-11-12T04:14:09.379Z,false,8,,week-8-publishing-online,public,Week 8 Publishing Online,2018-11-14T00:26:25.092Z,TaThRxpCqF73LZgra,s5FQ5Zuv7B8A8qDvu
AkEMTxtjGWPWCwDqB,"rgb(249,249,101)",2018-11-12T04:13:57.068Z,false,6,,week-6-workplacescorporate-learning,public,Week 6 Workplaces/Corporate Learning,2018-11-14T00:48:03.879Z,TaThRxpCqF73LZgra,s5FQ5Zuv7B8A8qDvu
iWPMWEWx2SeCzdqK9,"rgb(201,242,90)",2018-11-12T04:11:54.233Z,false,5,,week-5-virtual-school,public,Week 5 Virtual School,2018-11-14T01:00:32.048Z,TaThRxpCqF73LZgra,s5FQ5Zuv7B8A8qDvu
uwxhGxPfJGxNTZNec,"rgb(200,246,255)",2018-11-12T04:14:03.006Z,false,7,,week-7-digital-library,public,Week 7 Digital Library,2018-11-14T01:00:43.817Z,TaThRxpCqF73LZgra,s5FQ5Zuv7B8A8qDvu
HMwgz9XNEqNp8wGT9,"rgb(41,255,53)",2018-11-06T02:26:06.837Z,false,4,,week-4-online-courses,public,Week 4 Online Courses,2018-11-14T01:16:30.507Z,TaThRxpCqF73LZgra,s5FQ5Zuv7B8A8qDvu
GwdhzbCr2WnFedtY9,"rgb(240,243,75)",2018-11-14T05:47:39.825Z,true,2,kjJYniGziGmt245X8,---,public,,2018-11-14T05:47:50.795Z,KzoNyARq9Ck6xHWQw,kjJYniGziGmt245X8
ZJiAkrJGQbtaWYfBu,"rgb(8,123,49)",2018-11-14T20:23:09.471Z,false,2,,project-1,public,Project 1,2018-11-26T23:05:28.412Z,KaR4ZSQb52qi78HoP,Sr2xZgPwr439ZZYYA
tSETkCeKMqHbhX5SC,"rgb(87,89,211)",2018-11-14T20:23:11.739Z,false,6,,project-2,public,Project 2,2018-11-26T23:05:28.422Z,KaR4ZSQb52qi78HoP,Sr2xZgPwr439ZZYYA
vMwFq3Cox4E5BAGEm,"rgb(237,78,34)",2018-11-15T07:42:57.737Z,false,9,,week9,public,Week9,2018-11-15T07:43:02.598Z,Enke95Wm2oP979qYz,MbCgpyEDGs5HJz2zZ
sex5qZdPSCMuhz4wn,"rgb(138,132,225)",2018-11-15T17:12:05.823Z,false,10,,week10,public,Week10,2018-11-15T17:12:10.970Z,Enke95Wm2oP979qYz,MbCgpyEDGs5HJz2zZ
rZf3NJFQpzeLG5oZp,"rgb(46,83,231)",2018-11-15T17:21:40.417Z,false,14,,week-11-assignments,public,Week 11 Assignments,2018-11-15T21:56:01.188Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
657sqdFM279ywoHTn,"rgba(129,218,168,1)",2018-11-16T00:20:18.147Z,false,12,,media-literacy-pedagogy,public,media literacy pedagogy,2018-11-16T00:31:01.866Z,rMbP9kSwdw3Q87Fa7,u8ccEetDJbpFnM8cS
DfobBYyqovLaNattZ,"rgb(208,42,236)",2018-11-16T00:46:24.383Z,false,18,,reading-reflection-week-11,public,Reading Reflection Week 11,2018-11-16T00:47:09.426Z,8nDDuSkJHBZuXp8Mf,qMvJuk48atWs86Z2P
h4uZoF3C7SXWdTdL9,"rgb(234,121,211)",2018-11-16T01:59:13.898Z,false,15,,week-11-111518-assignments,public,Week 11 (11.15.18) Assignments,2018-12-02T17:57:09.518Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
ckXmmH9idHRn5JvXH,"rgb(120,248,116)",2018-11-16T04:21:49.948Z,false,11,,11162018-assignment,public,11.16.2018 Assignment,2018-11-16T04:22:09.418Z,DJ9vY7sdFFLxKMRK6,v6DWKtHSpdxc3gAuK
tH4FayXPjftMzMs4Y,"rgb(98,106,203)",2018-11-16T04:49:24.446Z,false,14,,w11-reading-reflections,public,W11 Reading Reflections,2018-12-09T18:44:59.215Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
4BF3ctMFETXZnxTLW,"rgb(196,139,34)",2018-11-16T05:47:02.720Z,false,2,,week-11,public,Week 11,2018-12-05T17:15:13.651Z,BJFWQo6gTbiGhreYF,QvTjjShixGBrnpjyN
LAPzi8ECQoxWFtAEi,"rgb(251,147,177)",2018-11-14T20:40:38.870Z,false,11,,week-11,public,Week 11,2018-11-16T05:55:12.617Z,zXFnQwb6rdhSQWuGd,wa9fkhCXPgXL5Xca3
NnTxN28CEAm7KeKyQ,"rgb(173,30,197)",2018-11-17T12:49:12.887Z,false,1,,project-3-the-uae,public,Project 3 - The UAE,2018-11-17T13:01:05.950Z,sHzT6ngX98NEDhAP8,WgyfgPKf84bgXbrCZ
osCbYLQPWyrZn4Stf,"rgb(21,201,180)",2018-11-17T12:51:41.717Z,false,2,,project-4-the-gottesman-libraries,public,Project 4 - The Gottesman Libraries,2018-11-17T13:01:06.417Z,sHzT6ngX98NEDhAP8,WgyfgPKf84bgXbrCZ
Npe6s22nSW4Yndbrk,"rgba(133,78,37,1)",2018-11-17T12:53:18.218Z,false,5,,november-16-session,public,November 16 Session,2018-11-17T13:01:06.075Z,sHzT6ngX98NEDhAP8,WgyfgPKf84bgXbrCZ
rbAJyWkvESP8BJe54,"rgba(195,161,45,1)",2018-11-19T00:39:11.779Z,false,10,,w10-reading-reflections,public,W10 Reading Reflections,2018-12-09T18:44:59.196Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
zN3JdG8nwDMnrYb8R,"rgb(236,186,50)",2018-11-19T03:58:11.663Z,true,8,,project-1,public,Project 1,2018-11-19T04:12:47.718Z,vQSXe2zz7G4khsgmu,ybLMPkKBpg9ihrXd6
dQzgp65bXb3wfAcW2,"rgb(217,210,34)",2018-11-19T03:59:21.296Z,true,5,,project-2,public,Project 2,2018-11-19T04:14:38.229Z,vQSXe2zz7G4khsgmu,ybLMPkKBpg9ihrXd6
uhCDPcoMsKn2BrLEz,"rgb(100,109,116)",2018-11-19T04:00:50.581Z,false,6,,project-3,public,Project 3,2018-11-28T22:02:07.022Z,vQSXe2zz7G4khsgmu,ybLMPkKBpg9ihrXd6
tRmCfhig4fjRtPCPL,"rgb(163,87,107)",2018-11-19T04:01:13.601Z,false,3,,project-4,public,Project 4,2018-11-28T22:02:07.031Z,vQSXe2zz7G4khsgmu,ybLMPkKBpg9ihrXd6
jjoLSZyQHDNQfAMjL,"rgb(117,223,44)",2018-11-19T21:13:29.063Z,true,0,,imported-11192018,public,Imported 11/19/2018,2018-11-19T21:15:04.679Z,BJFWQo6gTbiGhreYF,QvTjjShixGBrnpjyN
iduaM3FNsJmnPD3YL,"rgb(250,220,155)",2018-11-19T21:14:37.232Z,true,0,,imported-11192018,public,Imported 11/19/2018,2018-11-19T21:15:09.652Z,BJFWQo6gTbiGhreYF,QvTjjShixGBrnpjyN
PdYyzLTqMfaqriiMi,"rgb(152,199,107)",2018-11-19T22:58:40.196Z,false,0,,about-me,public,About me,2018-12-02T22:15:22.386Z,KzoNyARq9Ck6xHWQw,mBM9fyYoCj4FDcwMh
K4GMyfKTNatomMkke,"rgba(173,55,201,1)",2018-11-19T23:00:51.740Z,false,1,,first-project,public,First Project,2018-12-02T22:15:22.506Z,KzoNyARq9Ck6xHWQw,mBM9fyYoCj4FDcwMh
9GpNCtfJwpyYbuw8A,"rgba(236,199,36,1)",2018-11-19T23:04:55.547Z,false,2,,second-project,public,Second Project,2018-12-02T22:15:23.138Z,KzoNyARq9Ck6xHWQw,mBM9fyYoCj4FDcwMh
5j4jRqCdy5r72Ky3T,"rgb(10,103,165)",2018-11-19T23:09:05.588Z,false,6,,third-project,public,Third Project,2018-12-02T22:15:23.333Z,KzoNyARq9Ck6xHWQw,mBM9fyYoCj4FDcwMh
PgTZTrmP6zFMyJDnM,"rgb(17,145,215)",2018-11-20T03:23:09.873Z,false,3,,final-project,public,Final Project,2018-11-20T03:23:30.423Z,H5EqdPANk2h4N7tTp,4RNqmFgiNjomeMAd2
suNH3oacnSKshngkk,"rgb(53,1,225)",2018-11-25T05:27:12.460Z,true,0,,communication-with-the-team,public,Communication With the Team,2018-11-25T17:41:28.021Z,KtmxSfDBijtzjsJYm,gmcaexAmfrwJoSWy4
xBKx4vMxcGrkPiZ3u,"rgb(47,85,170)",2018-11-25T05:42:24.578Z,true,1,,comprehensive-plan,public,Comprehensive Plan,2018-11-25T17:41:32.525Z,KtmxSfDBijtzjsJYm,gmcaexAmfrwJoSWy4
ff3twt79D2gFwjG4z,"rgba(208,119,134,1)",2018-11-26T02:56:08.025Z,false,4,,class-projects,public,Class Projects,2018-11-26T02:58:50.232Z,tLWzZ8LERecHBEYfi,LCRss7udHuczYx65E
FFermYb7Jq7TWx3Ed,"rgb(78,56,100)",2018-11-26T20:28:31.996Z,false,3,,fourth-project,public,Fourth Project,2018-11-26T20:28:38.724Z,YRMr5ejhtpqiEcoaL,CfPWoJwMZZZhzd5R4
abN3YvzHctwNaNLJs,"rgb(242,20,196)",2018-11-26T22:57:19.402Z,false,14,,project-4,public,Project 4,2018-11-26T23:05:31.234Z,KaR4ZSQb52qi78HoP,Sr2xZgPwr439ZZYYA
sNTzjfZWAfMMY8t5B,"rgba(155,166,37,1)",2018-11-26T23:03:31.850Z,false,4,,project-4-online-learning-opportunities-from-the-gottesman-libraries,public,Project 4: Online Learning Opportunities from the Gottesman Libraries,2018-11-26T23:15:47.406Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
HckKAebt7joL9qK3d,"rgb(96,20,106)",2018-11-26T23:04:43.572Z,false,10,,project-3,public,Project 3,2018-11-26T23:05:45.271Z,KaR4ZSQb52qi78HoP,Sr2xZgPwr439ZZYYA
cFudzFTp97yFM24ar,"rgb(70,123,185)",2018-11-26T23:21:17.868Z,false,0,,team-members,public,Team members,2018-11-26T23:21:33.761Z,KzoNyARq9Ck6xHWQw,8BaFfg86i4hff5C6x
F7SpFZGstq99QQ2FN,"rgb(4,42,171)",2018-11-26T23:27:25.710Z,false,5,,fourth-project,public,Fourth Project,2018-12-02T22:15:22.887Z,KzoNyARq9Ck6xHWQw,mBM9fyYoCj4FDcwMh
oECodPf5b58WQ6CL3,"rgb(68,75,178)",2018-11-26T23:34:09.622Z,false,3,,project-1,public,Project 1,2018-12-09T18:44:59.225Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
wptwSXjqu2GL453Dr,"rgb(198,93,135)",2018-11-26T23:34:25.769Z,false,7,,project-2,public,Project 2,2018-12-09T18:44:59.235Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
8Ty6wdjyKyaTn2ioF,"rgba(193,201,55,1)",2018-11-26T23:34:31.753Z,false,11,,project-3,public,Project 3,2018-12-09T18:44:59.246Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
8qbNZXJuYZkoNPnPd,"rgba(119,66,137,1)",2018-11-26T23:34:36.959Z,false,15,,project-4,public,Project 4,2018-12-09T18:44:59.267Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
AyBpPJvN83omzMcuC,"rgb(20,128,71)",2018-09-07T22:02:08.059Z,false,3,,project-4-online-learning-opportunities-from-the-gottesman-libraries,public,Project 4: Online Learning Opportunities from the Gottesman libraries,2018-11-27T00:39:52.864Z,BMgHziq68YQHjyHS8,fb7GPmHRgnwMfXXqf
hv9DMHSRHmwpHZbkM,"rgb(71,152,37)",2018-11-25T17:41:34.593Z,false,0,,documentation-link,public,Documentation Link,2018-11-27T01:14:51.991Z,KtmxSfDBijtzjsJYm,gmcaexAmfrwJoSWy4
RLQYhbY7euSpzYuuf,"rgb(202,120,26)",2018-11-27T02:00:25.424Z,false,2,,project-4,public,Project 4,2018-11-27T02:10:53.143Z,muYH38EBAz2FHBK2L,6iGSbyGrmvSDQfLX5
TTyCEdn2nmDjf3ZzE,"rgba(25,26,19,1)",2018-11-27T14:52:10.932Z,false,12,,project-4,public,Project 4,2018-11-27T14:52:40.336Z,DJ9vY7sdFFLxKMRK6,v6DWKtHSpdxc3gAuK
BKn6a3xs64F82i3e4,"rgb(222,99,99)",2018-11-27T15:08:24.083Z,false,15,,project4-an-online-learning-opportunity,public,Project4 An Online Learning Opportunity,2018-12-04T04:20:11.484Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
amDZJ3EBE4f44knSq,"rgb(77,164,207)",2018-11-27T15:10:39.598Z,false,13,,project-4-team-purple,public,Project 4: team purple,2018-11-27T15:32:19.603Z,rMbP9kSwdw3Q87Fa7,u8ccEetDJbpFnM8cS
nC4inBSkMKfJ8fuFH,"rgb(31,74,152)",2018-11-27T15:42:38.768Z,false,0,,email,public,Email,2018-12-02T18:01:03.682Z,KtmxSfDBijtzjsJYm,vMgbgMnLSbpKkGsZu
YdoHsqtWmtAjnmTzF,"rgb(207,229,17)",2018-11-27T15:47:53.050Z,false,1,,video-meeting-on-google-hangouts,public,Video Meeting on Google Hangouts,2018-12-02T18:01:03.692Z,KtmxSfDBijtzjsJYm,vMgbgMnLSbpKkGsZu
65QhYtEnhdqvdKHrt,"rgb(224,147,90)",2018-11-27T15:57:17.086Z,false,11,,project-4-documentation,public,Project 4 Documentation,2018-11-27T15:57:24.512Z,FHnjbB9kuE8yrcaiE,W6xf8ypDtqjRzPGZP
rnmeaXvgcD7TpySbE,"rgb(155,228,16)",2018-11-27T16:56:09.622Z,false,4,,project-4,public,Project 4,2018-11-27T16:56:15.646Z,4EMMkd4vtihTuEZ9o,gQvtZmLcpiBooDrCg
zxsPHvteXixdqbQvx,"rgb(235,189,0)",2018-11-27T17:39:51.840Z,false,12,,project-4,public,Project 4,2018-11-27T17:39:51.858Z,zXFnQwb6rdhSQWuGd,wa9fkhCXPgXL5Xca3
FdEfJikGBYDNZ4ikC,"rgb(188,223,226)",2018-11-27T22:38:21.584Z,false,3,,project-4,public,Project 4,2018-11-27T22:38:25.743Z,8nDDuSkJHBZuXp8Mf,qMvJuk48atWs86Z2P
C8eDrcrJFz8ipWiFQ,"rgb(3,127,135)",2018-11-27T22:47:59.163Z,false,1,,meeting-notes,public,Meeting Notes,2018-12-10T05:39:30.617Z,KzoNyARq9Ck6xHWQw,8BaFfg86i4hff5C6x
T28ttEdG9ychLqJc9,"rgb(250,211,39)",2018-11-28T21:30:29.220Z,false,1,,week-5,public,Week 5,2018-12-05T17:15:13.590Z,BJFWQo6gTbiGhreYF,QvTjjShixGBrnpjyN
qcKbXsiNv9s5NEoYz,"rgb(17,21,230)",2018-11-28T22:01:52.966Z,true,7,,final-paper,public,Final paper,2018-11-28T22:03:08.712Z,vQSXe2zz7G4khsgmu,ybLMPkKBpg9ihrXd6
qTXjvbQYC9kpMQh4b,"rgb(130,214,20)",2018-12-02T17:56:03.349Z,false,16,,project-3,public,Project 3,2018-12-02T17:57:08.949Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
EdfXStnx7ukiA62FZ,"rgb(197,221,210)",2018-12-02T17:58:11.372Z,false,3,,comprehensive-plan,public,Comprehensive Plan,2018-12-02T18:01:03.705Z,KtmxSfDBijtzjsJYm,vMgbgMnLSbpKkGsZu
cFjA6ZQ5hgqjN5ugb,"rgb(226,221,25)",2018-12-02T18:01:05.382Z,false,2,,meeting,public,Meeting,2018-12-02T18:02:55.073Z,KtmxSfDBijtzjsJYm,vMgbgMnLSbpKkGsZu
H2ogmQbw9Qakqc2jh,"rgb(162,135,202)",2018-12-02T22:11:38.635Z,false,2,,group-work,public,group work,2018-12-02T22:13:10.179Z,KzoNyARq9Ck6xHWQw,8BaFfg86i4hff5C6x
g476gpTESeZ3LdHYL,"rgb(61,240,4)",2018-12-03T18:30:45.687Z,false,18,,week-11,public,Week 11,2018-12-04T04:20:11.192Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
mbmnHKJ8gEhMec8NZ,"rgb(70,95,78)",2018-12-03T18:41:34.952Z,false,7,,project-2-borrowed-forms,public,Project 2 Borrowed forms,2018-12-04T04:20:11.298Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
7QyTTgmLS7ZPBkAqn,"rgb(82,127,1)",2018-12-03T18:43:35.849Z,false,11,,project-3-emerging-forms,public,Project 3 Emerging forms,2018-12-04T04:20:11.320Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
n2yAqWGwJimkXtSzK,"rgb(129,38,55)",2018-12-04T04:43:39.050Z,false,2,,,public,,,kkLmXoFfnTqPXgGq6,NYcwSLypaMk2qbCcA
ojjxHaywNdKBHHpwo,"rgb(195,67,29)",2018-12-05T17:15:05.982Z,false,6,,week-9,public,Week 9,2018-12-05T17:15:13.661Z,BJFWQo6gTbiGhreYF,QvTjjShixGBrnpjyN
SvkoyrAgCdAEmyMPn,"rgb(69,208,244)",2018-12-06T20:35:12.357Z,false,12,,project-4,public,Project 4,2018-12-06T20:35:32.621Z,TaThRxpCqF73LZgra,s5FQ5Zuv7B8A8qDvu
nidQ6pB4DR7Zu27Wm,"rgba(255,208,0,1)",2018-12-06T21:10:35.684Z,false,2,,project-4,public,Project 4,2018-12-07T18:46:53.888Z,ZyBb5SwtnGSy45fyD,LQpqBPKL2FXWjgR7v
nrgRpAtqJKhisn5cz,"rgb(15,220,200)",2018-12-07T02:45:43.547Z,false,2,,project-4-contributions,public,Project 4 Contributions,2018-12-07T02:52:50.660Z,eYdjdDxtjCy6YRnWx,ZgJbvxsTihep9Bs9X
B6zmzYTmTY825d3Yb,"rgb(0,243,121)",2018-12-04T22:17:19.008Z,false,8,,final-paper,public,Final Paper,2018-12-08T18:43:02.318Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
7s5RBMkeLe8MCfuap,"rgb(118,82,33)",2018-12-09T18:44:53.702Z,true,16,,---,public,,2018-12-09T18:45:03.008Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
nfJfQdhpJy7apMF4A,"rgb(71,58,108)",2018-12-10T05:35:19.148Z,false,3,,powerpoint,public,Powerpoint,2018-12-10T05:35:32.783Z,KzoNyARq9Ck6xHWQw,8BaFfg86i4hff5C6x
